,images,captions
3692,3014546644_d53db746ec,"['<START> كلب ابيض و اسود مع مقود برتقالي يقفز في حقل <END>', '<START> كلب محاط بالعشب طويل <END>', '<START> يقفز كلب في ميدان <END>']"
4198,3142055158_01b9e4caa4,"['<START> رجل يركض في ملعب مع كره و رجل في قميص مخطط موجود علي ارض <END>', '<START> رجل يرتدي جوارب حمراء و يتسابق بعض رجال اخرين <END>', '<START> يحاول احد لاعبي ركبي انزال لاعب اخر <END>']"
229,1271960365_e54033f883,"['<START> كلب اسود يركض خلف كلب اسود اخر يحمل كره <END>', '<START> اثنين من كلاب سوداء تركض علي رصيف <END>', '<START> اثنين من كلاب سوداء <END>']"
76,109260216_85b0be5378,"['<START> شخص يتسلق صخره باستخدام حبل <END>', '<START> شخص يتسلق جبلا طويلا مستويا بينما يمسك بحبل امان <END>', '<START> شخص يصعد صخره بينما يمسك بحبل ابيض <END>']"
3801,3042405316_ba3a01926b,"['<START> فتاه تقفز الي كومه من اوراق <END>', '<START> فتاه تقفز علي مجموعه من اوراق <END>', '<START> فتاه صغيره تغوص في كومه من اوراق بنيه في فناء <END>']"
6463,3599392711_8264881de2,"['<START> رجل يقدم شهاده لثلاثه مصارعين سومو شباب <END>', '<START> مصارع سومو يقبل جائزه <END>', '<START> ثلاثه مصارعو سومو شباب يقفون ويستمعون الي مذيع <END>']"
7876,743571049_68080e8751,"['<START> صبي يلوح بيده حول شعله <END>', '<START> طفل في قميص احمر يلعب بالالعاب ناريه <END>', '<START> صبي صغير يحمل ضوء في فناء خلفي <END>']"
7656,532914728_c5d8d56b0b,"['<START> صبي صغير في قميص مقلم يسير في زلاقه خفيفه و زرقاء داكنه <END>', '<START> صبي صغير يركب زلاجه مائيه <END>', '<START> صبي صغير في قميص مقلم ازرق ينزلق بمنحدر كبير <END>']"
2103,2504764590_cf017c2a6e,"['<START> رجل يقف علي حافه بركه مع اثنين من كلاب ويرمي غصن في ماء <END>', '<START> رجل يرمي بعصا كبيره في ماء ليجلبه كلباه <END>', '<START> شخص ما علي حافه مياه مع كلبين <END>']"
6695,3647283075_3005333222,"['<START> رجل يقوم بعمل خدعه باستخدام لوح تزلج علي منحدر <END>', '<START> رجل يرتدي قميصا احمر يتزلج فوق منحدر مغطي بالكتابات علي جدران <END>', '<START> شاب يرتدي قميصا احمر و سروالا يتزلج علي جليد <END>']"
6735,365584746_681f33fa46,"['<START> امراه مسنه تدفع عربه اطفال <END>', '<START> امراه في معطف ابيض تدفع عربه <END>', '<START> امراه ترتدي معطفا ابيضا تدفع كرسيا متحركا عبر حشد من ناس <END>']"
3532,2965604928_435dc93bf7,"['<START> كلب يمر عبر حقل <END>', '<START> كلب رمادي يسير في حقل عشبي <END>', '<START> كلب رمادي يركض في حقل عشبي <END>']"
3379,2920305300_a5b1b2329a,"['<START> لقطه مقربه لرجل يركب دراجته عبر غابه <END>', '<START> رجل باللون ازرق و وردي علي دراجه <END>', '<START> راكب دراجه ناريه يقود عبر غابه <END>']"
5609,3431121650_056db85987,"['<START> تركض كلاب من ماء نحو شاطئ صخري <END>', '<START> ثلاثه كلاب في ماء بجانب شاطئ صخري <END>', '<START> ثلاثه كلاب تلعب في مياه ضحله بجانب شاطئ صخري <END>']"
5407,3394586927_eae7732b64,"['<START> رجل علي لوح تزلج علي درج امام ابواب زجاجيه لمبني من طوب <END>', '<START> متسابق تزلج يركب لوح تزلج خاص به اسفل درج مبني <END>', '<START> رجل في قميص اسود يتزلج علي خطوات اماميه للمبني <END>']"
1614,2355578735_286af5b202,"['<START> صبي في معطف رمادي يحمل مخلوق بحر <END>', '<START> صبي ينظر الي سلطعون ذي يحمله <END>', '<START> طفل يرتدي ستره رماديه يحمل سرطان بحر و ينظر اليه <END>']"
607,157139628_5dc483e2e4,"['<START> رجل في قميص ازرق يرش فن نحت رملي <END>', '<START> رجل فرش صوره في رمال <END>', '<START> رجل يرشش صوره رمليه لرجل <END>']"
3945,3084010872_cbc3ea8239,"['<START> رجل ملتح و امراه ترتدي ثوبا تحمل كوبا <END>', '<START> رجل و امراه يقفان امام خلفيه ورديه <END>', '<START> رجل يقف بجانب امراه تحمل كوبا احمرا من قش <END>']"
4781,3261493263_381a4c5cc7,"['<START> كلب يتسابق عبر ثلج <END>', '<START> فريق كلاب تسحب رجل يجلس علي زلاجه في ثلج <END>', '<START> كلاب تسحب شخص علي زلاجه في ثلج <END>']"
1093,2148695079_9ae6a9b1c7,"['<START> كلبان ابيضان يسيران في ثلج ابيض عميق <END>', '<START> كلاب بيضاء يسيران في مكان ثلجي <END>', '<START> كلبان ابيضان يمشيان في ثلج <END>']"
7345,454709143_9c513f095c,"['<START> رجل يحمل لافته من ورق مقوي بالقرب من جدار بكتابات حمراء <END>', '<START> يقف رجل علي جانب طريق حاملا لافته من ورق مقوي <END>', '<START> رجل يقف مع علامه من ورق مقوي علي طريق <END>']"
2622,2677614492_792023b928,"['<START> كلب بني وابيض يقفز فوق حاجز اصفر والاحمر <END>', '<START> كلب ابيض و بني يقفز فوق حاجز احمر والاصفر <END>', '<START> كلب ابيض وبني صغير يقفز فوق حاجز افقي <END>']"
6549,3616771728_2c16bf8d85,"['<START> اثنين من خيول مع فارساهما يتسابقان علي طول مسار <END>', '<START> اثنين من فرسان واحد باللون اصفر واحد باللون ازرق تركب خيل في سباق <END>', '<START> اثنين من خيول في سباق خيل <END>']"
7944,820169182_f5e78d7d19,"['<START> طفلين يبحثان <END>', '<START> طفلان في قلم يلعبان بالكرات ملونه <END>', '<START> اثنين من اطفال صغار يلعبون بالكرات ملونه <END>']"
7679,536828916_b763b82949,"['<START> تبدو امراه ذات شعر احمر خارج كاميرا <END>', '<START> امراه ذات شعر احمر تنظر الي مصور <END>', '<START> مراه حمراء تحدق في مسافه <END>']"
203,1245022983_fb329886dd,"['<START> فتاه صغيره ترقص و يديها علي وركين <END>', '<START> فتاه صغيره ترتدي وردي ترقص علي رصيف <END>', '<START> فتاه صغيره ترتدي زي وردي و تضع يديها علي وركها <END>']"
2387,2600386812_8790879d9a,"['<START> كلب بني يقف في ماء يراقب امواج محيط في يوم مشمس <END>', '<START> كلب احمر يقف في شاطئ صخري قدميه في بحر <END>', '<START> يقف كلب بني علي شاطئ بينما تدور امواج حول قدميه <END>']"
3779,3036641436_d6594fc45f,"['<START> صبي يجلس بين فتاتين علي ارجوحه <END>', '<START> ثلاثه اطفال في قمصان زرقاء يتارجحون علي مجموعه اراجيح <END>', '<START> ثلاثه اشخاص علي اراجيح <END>']"
4661,3242007318_01e82171aa,"['<START> تقف فتاتان اسيويتان خارج مبني من طوب احمر <END>', '<START> امراتان تقفان امام مبني كبير من طوب <END>', '<START> توقفت امراتان لالتقاط صورهما خارج مصنع شوكولاته <END>']"
837,2021613437_d99731f986,"['<START> صبي يتدرب علي كره سله في صاله للالعاب رياضيه <END>', '<START> صبي يقطر كره سله في صاله العاب رياضيه <END>', '<START> صبي صغير يلعب كره سله <END>']"
2934,2785108434_cd4a1c949c,"['<START> طفل يقفز في هواء علي شاطئ <END>', '<START> طفل يقفز في هواء فوق شاطئ مائي <END>', '<START> طفل صغير يقفز في هواء فوق محيط <END>']"
4868,3278811919_d5a3432af6,"['<START> يمشي مسافر عبر حقل ثلج <END>', '<START> شخصان لذان يحملان زحافات يسيران في ثلج <END>', '<START> شخصان يرتفعان فوق تله ثلجيه <END>']"
8024,933118213_b35b0b62a7,"['<START> صبي يحمل قصبه صيد <END>', '<START> صبي صغير يصطاد <END>', '<START> سمكه صيد سمك صغيره <END>']"
1230,2209888959_d636b1be0b,"['<START> فتاه في ثوب سباحه تحمل مجدفا <END>', '<START> فتاه صغيره تحمل عصا خشبيه <END>', '<START> فتاه صغيره تمسك عصا <END>']"
6142,3535284878_f90f10236e,"['<START> كلب ابيض يركض علي شاطئ صخري <END>', '<START> كلب ابيض يركض علي شاطئ <END>', '<START> كلب ابيض يركض مع اذن واحده لاعلي <END>']"
5457,3404408360_430f73b034,"['<START> يتشارك كبار و اطفال في نظر الي شيء ما و بعض سيدات شابات يقفن الي جانبه <END>', '<START> كبار و اطفال يقفون خارج حظيره مفتوحه <END>', '<START> مجموعه من ناس خارج حظيره <END>']"
1609,2354456107_bf5c766a05,"['<START> رجل يحمل نقود و يقف امام احدي شوارع <END>', '<START> رجل يمسك مال في يده <END>', '<START> رجل يرتدي ستره خضراء يقف خارج مخزن يمسك بعض مال امام وجهه <END>']"
7568,511282305_dbab4bf4be,"['<START> تتمتع فتاتان بالتجول في متنزه <END>', '<START> فتاتان في جوله في متنزه <END>', '<START> فتاتان في متنزه <END>']"
5093,3330654550_3efe9a71af,"['<START> شارع مزدحم مليء بالسيارات و دراجات <END>', '<START> مجموعه من راكبي دراجات رصدت علي طريق سريع اسيويه <END>', '<START> رجال في سباق ركوب دراجات في شوارع صين <END>']"
7615,522652105_a89f1cf260,"['<START> فتاه تلعب بكومه من كرات ملونه <END>', '<START> فتاه صغيره تلعب في حفره مليئه بالكرات <END>', '<START> تلعب فتاه صغيره في حفره من كرات <END>']"
4776,3260191163_6c1551eee8,"['<START> اثنين من كلاب بنيه تلعب في حقل <END>', '<START> كلبان بنيان يتصارعان في حقل عشبي <END>', '<START> اثنين من كلاب بنيه تلعب <END>']"
5904,3487979741_5f244c0c4b,"['<START> رجل في قميص اخضر يركب دراجه في غابه <END>', '<START> شخص يركب دراجه جانبيه عبر طريق ترابي <END>', '<START> هناك شخص في قميص اخضر يركب دراجه بزاويه قصوي في منطقه ريفيه <END>']"
2732,2710416789_555180e399,"['<START> صبي اسيوي يرتدي نظارات <END>', '<START> طفل مع نظارات سوداء وقميص ذو علامه بولو ازرق <END>', '<START> هناك طفل ذو نظارات وجلد اسمر يحدق في كاميرا <END>']"
7072,374567836_3ae12ecffb,"['<START> كلب بني لون مع كره خضراء يجلس في ثلج <END>', '<START> كلب يجلس في ثلج مع كره تنس <END>', '<START> يجلس كلب صغير في ثلج بجوار لعبته خضراء <END>']"
3393,2922981282_203f04bf9b,"['<START> زوجان شابان يستلقيان في فراش <END>', '<START> زوجين شابين يرقدان علي سرير معا <END>', '<START> اثنين من شباب يستلقيا علي سرير معا <END>']"
6375,3582814058_564776f26c,"['<START> مجموعه من اطفال واثنين من بالغين تقف امام جدار كتابه علي جدران <END>', '<START> مجموعه من ناس تقف امام جدار كتابي <END>', '<START> يقف سته افراد من اعمار مختلفه امام جدار حجري مغطي بالكتابات <END>']"
5365,3381161854_af8b05243c,"['<START> اثنين من كلاب تركض علي مسار غابات <END>', '<START> اثنين من كلاب تركض عبر غابه <END>', '<START> كلاب تجري نحو اشجار <END>']"
6856,3682428916_69ce66d375,"['<START> شخص في طائره <END>', '<START> شخص يجلس داخل طائره صغيره علي ارض <END>', '<START> طائره صغيره تقلع <END>']"
3279,2891162278_fbf96be4f4,"['<START> صبي في قميص ازرق يقوم بعمل شقلبه في هواء <END>', '<START> شخص يرتدي زي ازرق لون <END>', '<START> شخص يقوم بعمل شقلبه خارجا في عشب <END>']"
3821,3046429283_08de594901,"['<START> رجل يرتدي ستره جلديه و احذيه جلديه <END>', '<START> يظهر رجل يرتدي ستره جلديه امام كاميرا <END>', '<START> رجل اسود في ستره جلديه سوداء <END>']"
6171,3541162969_68fa4a60df,"['<START> سيده في ملابس سباحه زرقاء تسبح تحت ماء <END>', '<START> امراه تغوص في ملابس سباحه زرقاء <END>', '<START> امراه تغوص في ماء <END>']"
4520,321229104_3cbaf0f51c,"['<START> شخص يقف في وسط مجموعه من صخور ثلجيه بالقرب من حفره مياه <END>', '<START> شخص يقف في حقل واسع من جليد متجمد <END>', '<START> شخص يقف في حقل واسع من ثلج ذائب <END>']"
7817,641893280_36fd6e886a,"['<START> كلب اسمر و كلب ابيض يركض عبر رابيه صخريه <END>', '<START> اثنين من كلاب تعمل علي طول تله صخريه <END>', '<START> يركض كلبان بجانب بعضهما عبر تضاريس وعره <END>']"
6961,3708177171_529bb4ff1d,"['<START> متزلج ذي يرتدي ملابس سوداء يقفز فوق مقاعد <END>', '<START> يقوم لوح تزلج بالقفز من مقعد خشبي <END>', '<START> يقوم شاب ذو شعر اسمر بالقفز فوق مقعد علي لوح تزلج خاص به <END>']"
657,1674612291_7154c5ab61,"['<START> يقفز كلب ويصطاد صحن طائر في عشب <END>', '<START> كلب يقفز ويمسك لعبه <END>', '<START> كلب ابيض يقفز لاصطياد كائن <END>']"
790,1925434818_2949a8f6d8,"['<START> عديد من اطفال يلعبون في حفره كره <END>', '<START> بعض اطفال يلعبون في حفره مليئه بالكرات ملونه <END>', '<START> ثلاثه اطفال في حفره كره <END>']"
5862,3480379024_545e8ec818,"['<START> اثنين من سائق دراجه ناريه يتسابق حول مسار <END>', '<START> يقود اثنين من متسابقين دراجه ناريه في سباق <END>', '<START> اثنين من متسابقين يركبون دراجه ناريه علي طول مضمار سباق <END>']"
6539,3613800013_5a54968ab0,"['<START> كلب ابيض وبني يركض وفمه مفتوحا عبر حقل <END>', '<START> كلب ابيض وبني يركض في حقل مغطي بالزهور صفراء <END>', '<START> كلب يركض نحو كاميرا في حقل <END>']"
6666,3640241166_b1ab7a8e7a,"['<START> امراه شابه مبتسمه تحمل كاميرا فيديو وتمشي في حديقه <END>', '<START> امراه تحمل كاميرا فيديو <END>', '<START> امراه شابه تقف علي عشب مع كاميرا فيديو في يدها <END>']"
2561,2657301826_aab4c36e6c,"['<START> طفل يرتدي وشاحا ازرق و ملابس بنيه يلعب بالالعاب بلاستيكيه علي سجاده بالقرب من كرسي <END>', '<START> طفل صغير ذو وشاح ازرق ملفوف علي راسه يلعب مع لعبه خشبيه <END>', '<START> صبي صغير يرتدي منديل ازرق <END>']"
6529,3613030730_0b28b079ba,"['<START> صبي صغير في حمام مغطي بالصابون <END>', '<START> لدي طفل مبتسم فقاعات بالقرب من اذنه <END>', '<START> طفل يرش ماء في حوض مع رغوه صابون في كل مكان <END>']"
1359,2263655670_517890f5b7,"['<START> كلب يقفز علي كلب ابيض صغير <END>', '<START> كلب كبير يركض عبر حقل به كلب صغير <END>', '<START> اثنين من كلاب تلعب في عشب <END>']"
5940,3497237366_366997495d,"['<START> لاعب كره سله يحاول رميه كره في صاله للالعاب رياضيه <END>', '<START> رجل يصعد للملعب علي ملعب كره سله <END>', '<START> رجل يقفز داخل صاله العاب رياضيه مظلمه <END>']"
2347,2587846523_b177c9a3e3,"['<START> رجل يستعد لرمي كره للكلب <END>', '<START> رجل يستعد لرمي كره تنس لكلبه <END>', '<START> رجل يرمي كره تنس للكلب بني ليجلبها <END>']"
5487,3411579899_0f8ed09142,"['<START> طفل يرتدي قميصا ابيضا و خوذه يركب دراجه يسير عبر غابه <END>', '<START> يركب دراجه اسفل مسار ترابي في غابه <END>', '<START> تركب دراجات جبليه في غابه خلال اوائل خريف <END>']"
3214,2875583266_4da13ae12d,"['<START> متسابق دراجات ناريه يميل لياخذ منعطف حاد <END>', '<START> يميل سائق دراجه ناريه في منحني مع دراجته ناريه <END>', '<START> متسابق دراجات ناريه ياخذ منعطفا حادا علي طريق <END>']"
2781,2729147877_c3ec3445bf,"['<START> صبي معلق راسا علي عقب من شريط معدني <END>', '<START> صبي في قميص ازرق يقفز الي وراء فوق بركه افقيه <END>', '<START> طفل معلقه راسا علي عقب من ساقيه علي عمود <END>']"
6084,3525841965_7814484515,"['<START> اثنين من اطفال صغار يقفون في خارج علي طريق ترابي <END>', '<START> فتاتان مبتسمتان تقفان علي طريق ترابي في هند <END>', '<START> فتاتان شابتان تبتسمان و تضحكان <END>']"
5943,3497485793_e36c1d2779,"['<START> فتاتان يعطين محاضره لجمهور شاب <END>', '<START> فتاتان يقدمان عرضا تقديميا <END>', '<START> امراتان مع قطعه كبيره من ورق <END>']"
6144,3535372414_4c51c86fc4,"['<START> امراه مسنه وفتاه صغيره تقف امام شجيره كبيره مغطاه بالورود ورديه <END>', '<START> امراه تجلس مع فتاه صغيره امام شجيره زهره <END>', '<START> امراه مسنه تضع يدها علي اكتاف طفله والنباتات في خلفيه <END>']"
6848,3681172959_6674c118d2,"['<START> فتاه ترتدي قميصا ازرق ضيق و قبعه عسكريه تسير في حشد من ناس <END>', '<START> امراه شابه ذات قبعه خضراء تسير في شارع مزدحم <END>', '<START> شابه تسير في شارع في يوم جميل <END>']"
7070,3744832122_2f4febdff6,"['<START> صبي يلعب في لعبه بيسبول <END>', '<START> شخص شاب يلعب في لعبه بيسبول <END>', '<START> لاعب بيسبول يرمي كره <END>']"
7776,58357057_dea882479e,"['<START> شخصيه بشريه تقف علي قمه جبل ثلجي <END>', '<START> رجل يقف علي قمه جبل ينظر الي مسافه <END>', '<START> رجل يقف علي قمه جبل <END>']"
615,1579287915_4257c54451,"['<START> رجل وحيد يقف علي بروز صخري وينظر علي بريه <END>', '<START> رجل يقف علي صخره كبيره تطل علي وادي <END>', '<START> رجل يقف علي قمه جبل كبير من صخور <END>']"
2575,2661294969_1388b4738c,"['<START> رجل يرتدي زي قاضي يتظاهر بشنق رجل اخر علي راس شاحنه <END>', '<START> ثلاثه اشخاص يرتدون ازياء علي ظهر شاحنه صغيره <END>', '<START> ثلاثه اشخاص يقفون علي ظهر شاحنه <END>']"
7935,802594049_289e3c8420,"['<START> رجل في قبعه زرقاء و ستره يبدو محبط <END>', '<START> رجل يرتدي قبعه بيسبول الي وراء <END>', '<START> رجل يرتدي قبعه بيسبول زرقاء يحدق في مسافه <END>']"
2314,2574230252_f5a1382dd4,"['<START> كلب اسود يشق طريقه عبر ماء مخضر <END>', '<START> كلب بني يمشي في جدول ضحل <END>', '<START> كلب يمشي في مياه ضحله <END>']"
1705,2393924525_1bf45ca217,"['<START> امراه في زرقاء تضرب كره تنس في مباراه تنس <END>', '<START> امراه تلعب تنس <END>', '<START> امراه تلعب تنس وتضرب كره <END>']"
5737,3457045393_2bbbb4e941,"['<START> امراه ضاحكه تحمل فتاه صغيره <END>', '<START> امراه مسنه و طفل صغير يبتسمان في صوره معا <END>', '<START> امراه مبتسمه تحتضن فتاه في ستره بها طبعه تفاحه <END>']"
4603,3226254560_2f8ac147ea,"['<START> كلب في منطقه ثلجيه <END>', '<START> كلب مرقط يصطاد كره في حقل ثلجي <END>', '<START> يجري كلب ابيض مائل للبني علي طول ثلج للقبض علي كره <END>']"
6902,369360998_ba56fb436f,"['<START> امراه شقراء مع حقيبه ظهر حمراء في ثلج <END>', '<START> امراه في ثلج تسخن وعاء ينتج بخار <END>', '<START> امراه مع معدات تخييم تسخن شيء ما في ثلج <END>']"
1780,241346434_0527ea1c07,"['<START> لاعب كره قدم يشير <END>', '<START> علي ملعب كره قدم هناك لاعب في قميص احمر والحشد وراءه <END>', '<START> عديد من لاعبي كره قدم في ملعب <END>']"
3463,2939007933_8a6ef2d073,"['<START> سائق دراجه ناريه يؤدي خدعه في جو <END>', '<START> سائق دراجه ناريه يقوم بخدعه في هواء <END>', '<START> شخص يركب دراجته ترابيه ويطير في هواء <END>']"
803,1956944011_c5661d3f22,"['<START> يلعب طفلان علي قضبان قرود <END>', '<START> طفلين يلعبان في صاله العاب ادغال <END>', '<START> طفلان يلعبان في صاله العاب غابه برتقاليه في فصل شتاء <END>']"
857,2046778775_0dd7cac6ab,"['<START> تقف مجموعه من اطفال علي خشبه مسرح امام جمهور جاهز للاداء <END>', '<START> مجموعه من اطفال علي خشبه مسرح <END>', '<START> مجموعه كبيره من اطفال يؤدون علي خشبه مسرح امام جمهور <END>']"
4626,3231237864_8cb1c6d863,"['<START> يتم تقاط عبور تنافسي بواسطه كاميرا في جو <END>', '<START> رجل يطوق جسده وهو يلعب بيسبول <END>', '<START> رجل يركض ويكاد يسقط <END>']"
4730,3254662117_b2e7dede6e,"['<START> اثنين من لاعبين ذوي شعر طويل يقفون امام نافذه <END>', '<START> اثنين من اولاد في سن مراهقه يمشي في شارع <END>', '<START> شابان يمشيان معا <END>']"
990,2095478050_736c4d2d28,"['<START> رجل و صبي يلعبان موسيقي بينما تراقب فتيات صغيرات <END>', '<START> رجل يلعب غيتار بينما ثلاث فتيات صغيرات يشاهدن <END>', '<START> ثلاث فتيات صغيرات يشاهدن فرقه <END>']"
6976,3711030008_3872d0b03f,"['<START> امراه تحمل لافتات اعلان عن طعام <END>', '<START> امراه ترتدي قميصا ورديا تحمل اعلانات تشير الي اسفل رصيف <END>', '<START> امراه ترتدي قميصا ورديا تمشي و تحمل لافتات <END>']"
6499,3607405494_0df89110a6,"['<START> ثلاثه كلاب يقفزون في هواء وهم يتنافسون في سباق <END>', '<START> ثلاثه كلاب مرقمه تركض عبر عشب <END>', '<START> ثلاثه كلاب سوداء مظلمه تتسابق عبر عشب <END>']"
3833,3048461682_e89f81b1c7,"['<START> كلب صغير ابيض يقفز فوق اغصان في غابه <END>', '<START> كلب ابيض يقفز فوق جذوع <END>', '<START> كلب ابيض يركض في اوراق متساقطه <END>']"
5719,3453544202_3855ab34b6,"['<START> رجل يركب دراجه ناريه و هو يرتدي زي اسود <END>', '<START> شخص يركب دراجه بخاريه <END>', '<START> شخص في احمر و ابيض و اسود يتسابق علي دراجه ناريه <END>']"
219,1259936608_e3f0064f23,"['<START> يلعب اطفال في نافوره ماء <END>', '<START> اطفال يلعبون في مياه عامه <END>', '<START> طفلان يلعبان في نافوره في حديقه مائيه <END>']"
6139,3534952095_975cca0056,"['<START> سيده تركب دراجه ناريه صغيره <END>', '<START> امراه من اصل افريقي تركب دراجه <END>', '<START> امراه علي دراجه ناريه ترتدي كعب <END>']"
1288,2238759450_6475641bdb,"['<START> فتاه في حجاب اصفر تسحب قاربا الي ماء <END>', '<START> امراه تسحب قاربا قابل للنفخ في ماء <END>', '<START> امراه تسحب طوفها في ماء <END>']"
582,1536597926_c2e1bc2379,"['<START> اثنين من متنزهين يستريحون علي جبل مغطي بالثلوج <END>', '<START> رجلان وحقيبه ظهر <END>', '<START> رجلان يستريحان في قمه جبل ثلجي <END>']"
2618,2676649969_482caed129,"['<START> امراه مسنه تنظر الي كاميرا <END>', '<START> امراه مسنه تبتسم في غرفه صغيره <END>', '<START> يقف شخص مسن بالقرب من مقعد طيني وينظر الي كاميرا <END>']"
43,1056359656_662cee0814,"['<START> فتاه صغيره تنظر في كتيب عن ركوب قطار <END>', '<START> فتاه صغيره في قطار تقرا كتابا عن ركوب قطار <END>', '<START> فتاه صغيره تجلس علي مقعد و تنظر الي كتيب قطار <END>']"
1234,2213113526_beeb4f9bdc,"['<START> امراه تحتضن طفلا يرتدي قميصا حواينا علي لوح تزلج <END>', '<START> امراه تحمل طفل صغير علي لوح تزلج علي شاطئ <END>', '<START> امراه تحمل رضيعا صغيرا فوق لوح تزلج علي شاطئ <END>']"
5705,3451085951_e66f7f5d5c,"['<START> كلب يركض من ماء علي شاطئ <END>', '<START> كلب يركض علي شاطئ بالقرب من مدينه <END>', '<START> كلب ابيض يركض علي شاطئ باتجاه مبني <END>']"
7448,482882719_165722082d,"['<START> شخص يطير للخلف من طوف ازرق بالقرب من منحدرات <END>', '<START> يركب سته اشخاص في طوف علي ماء ابيض في حين ان شخص سابع قد طرد من قارب في هواء <END>', '<START> يتم طرد رجل من طوف علي منحدرات <END>']"
5584,3427301653_4ff0d6fd93,"['<START> رجل يجلس علي رصيف يرتدي سماعات راس <END>', '<START> امراه واحده ترتدي قبعه سوداء و ستره جلديه تستمع الي موسيقي <END>', '<START> شخص يستمع الي مشغل موسيقي <END>']"
7823,661546153_9d30db6984,"['<START> طفل في كرسي نشاط في غرفه لعب اطفال <END>', '<START> طفل في مقعد نطاط مع العاب محيطه به <END>', '<START> طفل يلعب في لعبه <END>']"
1892,2441354291_b32e00e5a6,"['<START> طفل صغير يرتدي حذاء اخضر يلعب في بركه طينيه <END>', '<START> طفل يمر عبر بركه في احد شوارع <END>', '<START> صبي صغير يقفز في بركه صغيره في شارع <END>']"
4932,3293751640_d81a6f3a0c,"['<START> رجل يقف في شارع مدينه <END>', '<START> رجل امام مبني <END>', '<START> شاب في معطف دافئ خارج واجهه محل <END>']"
7083,3759230208_1c2a492b12,"['<START> صبي صغير ينزلق علي منزلق مائي <END>', '<START> صبي صغير ينزلق في ماء <END>', '<START> صبي صغير ينزلق علي منزلق مائي بارد <END>']"
7880,746787916_ceb103069f,"['<START> كلب صغير يمر من خلال مسار عقبه <END>', '<START> كلب ابيض صغير يمتد <END>', '<START> كلب صغير يمر من خلال مسار عقبه <END>']"
6683,3643087589_627a0a9e01,"['<START> كلب اصفر كبير وكلب ابيض صغير في عشب <END>', '<START> كلب ابيض صغير وكلب بني كبير يلعبان علي عشب <END>', '<START> كلبان يلعبان في فناء <END>']"
1071,2135360514_7dcb9ed796,"['<START> طفل يحمل صوره اثناء وضعه علي اريكه بنيه لون <END>', '<START> طفل يرتدي قبعه سانتا <END>', '<START> طفل يحمل تمثال سانتا <END>']"
718,1799271536_6e69c8f1dc,"['<START> حيوان يمر عبر رمال علي شاطئ <END>', '<START> كلب مخطط يركض علي طول شاطئ <END>', '<START> كلب طويل عنق يقفز <END>']"
2364,2594042571_2e4666507e,"['<START> صبي يلبس قميصا برتقاليا يبتسم بينما ينظر صبي في قميص ازرق <END>', '<START> فتي مبتسم يرتدي قميصا برتقاليا مع قبعه سفاري يجلس في ملعب بينما ينظر صبي في قميص ازرق <END>', '<START> صبيان احدهما يرتدي قبعه يجلسان في ملعب <END>']"
1505,2310108346_e82d209ccd,"['<START> شخص مسن يجلس بجانب بحيره من ماء <END>', '<START> امراه في ستره برتقاليه بنيه لون تجلس علي ضفاف بحيره <END>', '<START> امراه تجلس علي جذع بالقرب من ماء <END>']"
670,1691573772_1adef8e40e,"['<START> امراه اسيويه تركب دراجه امام سيارتين <END>', '<START> امراه تركب دراجتها في شارع <END>', '<START> امراه ترتدي ستره ورديه لون تركب دراجه مع سياره خلفها <END>']"
4894,3285180819_a9712fd2bc,"['<START> رجال يلعبون كره سله <END>', '<START> لاعبين كره سله يلعبان في لعبه <END>', '<START> رجلان من فرق متقابله يلعبان كره سله معا <END>']"
2952,2792212974_23b1ef05fa,"['<START> فتاه تهز شعرها في حمام سباحه <END>', '<START> شخص يخرج من بركه من ماء والماء يتساقط من شعره <END>', '<START> امراه تارجح راسها لتنفض ماء <END>']"
5785,3465473743_7da0c5d973,"['<START> ينزلق طفلان اسفل زلاجه مائيه <END>', '<START> طفلان في جزء سفلي من شريحه مياه ارجوانيه <END>', '<START> طفلان في طوف علي شريحه مياه <END>']"
6468,3600909823_ce72c26e66,"['<START> رجل يتزلج علي منحدر في ظلام <END>', '<START> شخص في لوح تزلج في هواء اثناء اداء خدعه تزلج <END>', '<START> متزلج يفعل خدعه علي تعامل مع وعاء <END>']"
5928,3494394662_3edfd4a34c,"['<START> لقطه مقربه من رجل مسن <END>', '<START> رجل يضع في هواء طلق <END>', '<START> رجل ذو طوق احمر و لحيه رماديه ينظر الي كاميرا <END>']"
897,2064792226_97e41d8167,"['<START> فتاه تلتقط صوره لفتاه و رجل علي دراجه ورديه مزينه بالالوان <END>', '<START> يتظاهر شخصان علي دراجه هوائيه لصوره <END>', '<START> شخصان يركبان دراجه ملونه بينما تاخذ امراه شقراء صورتها <END>']"
6508,3609027309_af75f773d9,"['<START> صبي صغير وامراه يرقصان <END>', '<START> مجموعه من ناس يعلمون صبي صغير في قميص احمر واحذيه رياضيه كيفيه رقص <END>', '<START> شخصان بالغان يرقصان مع صبي صغير بينما يقف شخص اخر في خلفيه <END>']"
2666,2694426634_118566f7ab,"['<START> رجل وطفلين في قارب علي ماء <END>', '<START> رجل يتجول في زورق مع طفلين في خلف <END>', '<START> رجل وطفلين علي متن قارب في بحيره <END>']"
