,images,captions
7522,498748832_941faaaf40,"['<START> فتاه مع حقيبه سوداء في وضع مكتظ في قطار <END>', '<START> امراه اسيويه في حشد تحمل حقيبه سوداء <END>', '<START> امراه في ملابس بيضاء تحمل حقيبتها و هي في حافله مزدحمه <END>']"
277,1308472581_9961782889,"['<START> فتاه ضاحكه تحمل دلوا في محيط <END>', '<START> فتاه صغيره تلعب تحت منصه مع دلو ازرق <END>', '<START> فتاه مع دلو ازرق تحت منصه <END>']"
5084,3329289652_e09b80e2f3,"['<START> اولاد يلعبون باليجوس <END>', '<START> صبيان يلعبان باليجوس <END>', '<START> اثنين من صبيه صغار علي طاوله مع صندوق من ليجوس <END>']"
2084,2500354186_0836309cc9,"['<START> طفل صغير يحمل طاره كبيره <END>', '<START> طفل صغير يحمل اطارا علي كتفه <END>', '<START> صبي صغير جدا يحمل اطار دراجه علي كتفه <END>']"
1245,2218609886_892dcd6915,"['<START> رجل يستند علي جدار اصفر يرتدي اسود <END>', '<START> رجل يرتدي قبعه زرقاء داكنه يجلس علي ارض <END>', '<START> رجل يرتدي قبعه سوداء و معطفا و سروالا جالسا بجوار باب احد مباني <END>']"
2382,2598979962_c01811cfca,"['<START> لاعب تنس يرتدي قميصا احمر لون علي وشك ان يضرب كره تنس بمضربه <END>', '<START> امراه في قميص برتقاليه وتنوره بيضاء تضرب كره تنس بمضرب <END>', '<START> امراه تارجح مضرب كره تنس <END>']"
571,1522787272_5a31497ef2,"['<START> كلب موحل يركض علي عشب <END>', '<START> كلب موحل يمر عبر عشب <END>', '<START> كلب ذهبي موحل يركض في عشب <END>']"
1435,2286032269_8ba929709c,"['<START> صبي هو يركب امواج <END>', '<START> صبي يركب امواج في محيط <END>', '<START> صبي صغير يتزلج في محيط <END>']"
3902,3070274658_fc39fd4f84,"['<START> رجال يجلسون حول نار <END>', '<START> يجلس ثلاثه رجال حول نار في ليل مع طاوله مشروبات بجانبهم <END>', '<START> ثلاثه رجال يجلسون حول نار امام كابينه <END>']"
5089,3330019493_fd36fbc2ea,"['<START> رجل علي دراجه في غابه <END>', '<START> رجل علي دراجه ناريه في غابه يرتدي خوذه سوداء <END>', '<START> راكب دراجه جبليه في غابه <END>']"
1247,2218843713_cf28ea319e,"['<START> طفل علي صخره في مجري مائي <END>', '<START> طفل يلبس قميصا احمر يجلس علي صخره في ماء <END>', '<START> صبي يجلس علي صخره في وسط جسم مائي <END>']"
6073,3523920786_0eb63993fd,"['<START> كلب اسود يركض في طريق في وسط حقل <END>', '<START> كلب اسود يركض عبر طريق ترابي <END>', '<START> كلب بني يركض علي طول طريق ترابي <END>']"
4681,3245070961_8977fdd548,"['<START> صبي يرتدي قميص ازرق يركض <END>', '<START> طفل في قميص اسود يركض <END>', '<START> صبي صغير باللون ازرق داكن يركض بسرعه كبيره <END>']"
3526,2960422620_81889a3764,"['<START> صبي يركض في حديقه مليئه بالحمام يشاهده والده في خلفيه <END>', '<START> طفل يركض بين حمام بينما رجل يحمل حقائب <END>', '<START> رجل و صبي يقفان حول مجموعه من حمام <END>']"
2514,2641770481_c98465ff35,"['<START> رجل يرتدي ستره حمراء يقف بالقرب من زورق اصفر <END>', '<START> رجل يرتدي ستره حمراء يقف بجوار قوارب صفراء علي صخور في محيط <END>', '<START> رجل يرتدي ستره حمراء يقف علي شاطئ بحيره مع زورق اصفر <END>']"
5445,3401333624_4b6af8c1d7,"['<START> مجموعه من ناس تقف في ثلج في جبل <END>', '<START> شخص يقفز فوق منزل علي زحافات <END>', '<START> متزلجين علي جبل ثلجي <END>']"
1007,210126070_0d43b300b9,"['<START> صبي يقفز في هواء علي ترامبولين <END>', '<START> صبي دون قميص يقفز في هواء <END>', '<START> رجل يقف يراقب شخص اخر في جو <END>']"
4770,3259883609_6a1b46919e,"['<START> كلب ينظر الي بجعه بيضاء تسبح في بحيره <END>', '<START> كلب ينظر الي بجعه في ماء <END>', '<START> كلب علي سطح سفينه يواجه بجعه <END>']"
4543,3216085740_699c2ce1ae,"['<START> حشد يحمل اعلام امريكيه <END>', '<START> حشد كبير يقف مع عديد من اعلام امريكيه <END>', '<START> كثير من ناس يحملون اعلاما امريكيه <END>']"
6495,3606846822_28c40b933a,"['<START> رجل يفعل خدعه قفز علي لوح تزلج <END>', '<START> رجل في لوح تزلج بينما يشاهد حشد <END>', '<START> متزلج يرتدي قميصا اخضر لون ويقفز في هواء <END>']"
7007,3720210639_18bb34e475,"['<START> شخص يقوم بخدعه في هواء علي دراجه بينما ياخذ صديقه صوره <END>', '<START> تقفز دراجه حمراء باتجاه شخص اصفر <END>', '<START> فتي يقفز علي دراجه هوائيه <END>']"
2064,248994078_a9257f448b,"['<START> كلب دوبيرمان يقذف كره زرقاء علي سطح عشبي <END>', '<START> يحاول كلب كبير اسود وبني ان يعض كره زرقاء كبيره <END>', '<START> يحاول كلب عض كره زرقاء كبيره <END>']"
5352,3376972502_35e3e119cd,"['<START> شخص يهبط بالمظله اسفل جبل مغطي بالثلج <END>', '<START> شخص ينزلق في جبال ثلجيه <END>', '<START> هذا شخص هو بالمظلات مع زحافات علي تله ثلجيه <END>']"
6385,3584196366_a4b43d6644,"['<START> قطيع من طيور تحلق فوق شاطئ <END>', '<START> قطيع من طيور يحوم فوق شاطئ رملي <END>', '<START> قطيع من طيور نورس تحلق علي شاطئ <END>']"
1690,2385871165_9438c9fe84,"['<START> صوره مقربه لرجل يرتدي نظارات ينظر الي كاميرا <END>', '<START> رجل يرتدي نظارات <END>', '<START> يقف رجل يرتدي بدله و نظاره امام خلفيه ضبابيه <END>']"
6986,3713324467_104d72f7db,"['<START> رجلان ملتحيان في معرض <END>', '<START> رجلان ملتحيان في كرنفال <END>', '<START> رجلان يقفان امام حديقه ملاهي <END>']"
7347,455856615_f6361d9253,"['<START> اقدام متزحلق مع حذاء واحد يخرج من تزلج و يلقي بظلاله <END>', '<START> اثنين من احذيه علي اثنين من زحافات تتحرك بسرعه كبيره <END>', '<START> قدمين يرتديان حذاء تزلج اصفر <END>']"
5343,3375920709_ef7370fa09,"['<START> كلب يقفز في ثلج علي حافه غابه <END>', '<START> كلب يقفز عبر ارض ثلجيه <END>', '<START> كلب يركض عبر حقل ثلجي <END>']"
1985,2466171114_3fa51415a7,"['<START> كلب ابيض واسود جلب لعبه <END>', '<START> كلب بني يحمل لعبه في فمه <END>', '<START> كلب يجري علي رغم من حقل عشبي <END>']"
294,1324816249_86600a6759,"['<START> كلب بني يقف في حقل خصب مع غيوم والجبال مذهله خلفه <END>', '<START> يمشي كلب ذهبي علي درب مع جبال في خلفيه <END>', '<START> كلب يمر عبر حقل <END>']"
1547,2328104318_5a43ca170c,"['<START> رجل يرتدي قميصا ازرق لون يقف خارجا و يكتب في دفتر ملاحظات <END>', '<START> رجل يرتدي نظارات يرسم <END>', '<START> رجل يكتب شيئا ما خلف شجيره <END>']"
2012,2472980433_210ec62874,"['<START> رجل يقوم بحيل علي دراجه ناريه <END>', '<START> يقوم راكب دراجه ناريه بعمل خدعه علي مسار <END>', '<START> رجل يقف علي عجله خلفيه لدراجته ناريه اثناء عرض <END>']"
588,1547883892_e29b3db42e,"['<START> امراه تستمتع بقراءتها في مقهي <END>', '<START> امراه في قبعه تجلس تقرا وتشرب قهوه <END>', '<START> امراه شابه ترشف قهوه وتقرا كتابا <END>']"
3329,2903469015_a1e7d969c2,"['<START> كلب يرتدي اصفر و اسود يتسابق <END>', '<START> تتسابق كلاب علي طول مسار سباق <END>', '<START> اثنين من كلاب تتسابق ضمن مسار <END>']"
2403,2603033456_3584d95116,"['<START> صبي في ابيض والاحمر علي شاطئ <END>', '<START> طفل يلعب في ماء <END>', '<START> صبي يركض عبر ماء علي شاطئ <END>']"
2129,2514612680_b0d2d77099,"['<START> رجل يسير بجانب جدار مرسوما عليه عباره اين انت <END>', '<START> رجل يمشي و يقرا صوره علي حائط كتب عليها اين انت <END>', '<START> يسير ناس علي نفق قصير مكتوب علي حائطه عباره اين انت <END>']"
3998,3094064787_aed1666fc9,"['<START> اثنين من كلاب يركضان معا علي بعض عشب <END>', '<START> اثنين من كلاب يركضان معا في خارج <END>', '<START> اثنين من كلاب متعدده الوان تركض خلال عشب <END>']"
7085,3760400645_3ba51d27f9,"['<START> فتاه في حفل زفاف تحمل بعض زهور برتقاليه <END>', '<START> فتاه تحمل باقه من زهور <END>', '<START> فتاه صغيره في حفل زفاف تحمل باقه من زهور برتقال <END>']"
3741,3027397797_4f1d305ced,"['<START> رجل يرتدي سروال يتزلج في شارع <END>', '<START> متزلج يرتدي شورت مقلم يتزلج علي شارع <END>', '<START> رجل موشم بلا قميص يركب لوح تزلج اسفل شارع بالقرب من شاطئ <END>']"
3508,2953015871_cae796b6e7,"['<START> كلب اسود يتدحرج في عشب اخضر <END>', '<START> كلب يدور علي ظهره <END>', '<START> يتدحرج كلب علي ظهره في عشب <END>']"
2719,270816949_ffad112278,"['<START> رجل علي ظهر خيل علي حقل عشبي امام جبال <END>', '<START> شخص علي حصان اسمر في احد براري امام جبال عاليه <END>', '<START> شخص يركب حصانا مع سلسله جبال في خلفيه بعيده <END>']"
4521,3212456649_40a3052682,"['<START> كلب بني يقفز فوق نباتات ميته في حقل ثلجي <END>', '<START> كلب بني يقفز علي ثلج في حقل <END>', '<START> كلب يجري عبر ثلج <END>']"
5150,3339768802_8ab768558a,"['<START> ياخذ اطفال صدعا في تسلق صخور <END>', '<START> طفلان يتسلقان جدار تسلق صخور <END>', '<START> طفلان يتسلقان جدار صخري <END>']"
7367,461505235_590102a5bf,"['<START> متسلق جبل معلق من جرف فوق محيط <END>', '<START> شخص ينزل حبل من جرف في محيط <END>', '<START> شخص يتسلق جدارا صخريا فوق شاطئ صخري باستخدام حبل <END>']"
7375,464251704_b0f0c4c87a,"['<START> فتاه تتارجح <END>', '<START> فتاه تتارجح و يطير شعرها <END>', '<START> شعر فتاه ينساب خلفها و هي تتارجح <END>']"
556,1507563902_6ec8d5d822,"['<START> فتاه تقوم بخدعه علي ترامبولين ازرق وهي في هواء <END>', '<START> طفل مقلوب فوق ترامبولين <END>', '<START> شخص ما ينقلب علي ترامبولين زرقاء <END>']"
4795,3263497678_8bb688ca01,"['<START> عدائين جاهزين للسباق علي مسار <END>', '<START> اثنين من عدائين هم في مراكز بدايه و علي استعداد لسباق <END>', '<START> اثنين من عدائين هم في خط انطلاق في استعداد للسباق <END>']"
2469,262642489_f5c6b9e65b,"['<START> كلب كبير بني يسبح نحو كاميرا <END>', '<START> صوره مقربه لكلب يسبح <END>', '<START> كلب بني رطب يسبح نحو كاميرا <END>']"
3738,3026102616_3cf350af9e,"['<START> كلب يقف امام طاوله مطبخ في محاوله للوصول الي حقائب <END>', '<START> كلب يقف علي رجليه خلفيتين و يضع راسه و اقدامه علي طاوله مطبخ <END>', '<START> كلب يتسلق طاوله مع اكياس بقاله حمراء <END>']"
4286,3163068926_d28ed3ef53,"['<START> رجل يمسك كوب يركب اسفل مصعد <END>', '<START> رجل يمسك بمشروب ينزل علي مصعد <END>', '<START> رجل علي سلم متحرك يحمل كوبا احمر و ابيض ينظر الي اعلي <END>']"
6656,3639428663_dae5e8146e,"['<START> رجل يرتدي قبعه و بلا قميص يقف مع رجل في قميص مقلم <END>', '<START> رجل في قميص مقلم ورجل يرتدي قبعه يقفان امام كاميرا <END>', '<START> رجلان يمثلان امام كاميرا احدهما في ملابس بالقرب من حشد من ناس <END>']"
5289,3364796213_b8948913b5,"['<START> حشد من ناس يحملون اعلاما بالدراجه و يمشون في شوارع <END>', '<START> مجموعه من ناس يركبون دراجات مزدوجه يحملون اعلام سوداء <END>', '<START> ناس في اسيا يركبون دراجه و يرفعون لافتات في موكب <END>']"
1716,2396025708_e4a72e2558,"['<START> رجل يتزاحم في امواج <END>', '<START> رجل يركب موجات كبيره علي شراع رياح <END>', '<START> رجل يندفع في محيط <END>']"
2604,267164457_2e8b4d30aa,"['<START> متسلق يمشي علي طول قمه ثلجيه <END>', '<START> رجل يتسلق صخور مغطاه بالثلوج علي شاطئ <END>', '<START> رجل يقف علي جبل مغطي بالثلوج <END>']"
6667,3640329164_20cb245fd5,"['<START> راكب امواج يركب امواج <END>', '<START> راكب امواج يرتدي بذله سوداء و خضراء يركب موجه <END>', '<START> راكب امواج يركب موجه <END>']"
1704,2393911878_68afe6e6c1,"['<START> صبي يجلس في ثلج يعطي علامه ابهاميه <END>', '<START> صبي صغير يعطي ابهاما بينما يجلس في ثلج <END>', '<START> صبي صغير يجلس علي ثلج يعطي كاميرا اثنين من ابهام <END>']"
2139,2518853257_02f30e282e,"['<START> شخصين يجلسان علي مقعد في حديقه <END>', '<START> شخصان علي كراسي يقراان <END>', '<START> امراتان علي كراسي خضراء تبحثان في كتاب <END>']"
3239,2882056260_4399dd4d7c,"['<START> راكب دراجه ناريه يقود دراجته في مضمار سباق <END>', '<START> رجل يركب دراجه ناريه زرقاء علي مسار <END>', '<START> سائق يقود دراجه ناريه بشكل مائل <END>']"
2383,2599131872_65789d86d5,"['<START> فتاتان شقراوتان تلعبان معا <END>', '<START> فتاتين بشعر طويل تقفزان علي نطاطه <END>', '<START> فتاتان شقراوتان تبرمان شعرهما <END>']"
4311,3168841415_c0705a327a,"['<START> صبي في قميص بني يرمي صحن طائر <END>', '<START> صبي يقفز لالتقاط صحن طائر طائر <END>', '<START> طفل يحاول تقاط صحن طائر <END>']"
1285,2236016316_f476cbbf06,"['<START> فتاه صغيره في قميص اخضر تجري في صاله العاب رياضيه <END>', '<START> يركض اطفال داخل ملعب <END>', '<START> اثنين من لاعبي فريق يرتدون قمصان خضراء علي طول ملعب <END>']"
6883,3690159129_93ba49ea18,"['<START> رجل يقوم بخدعه علي منحدر <END>', '<START> رجل يرتدي نظارات خضراء يجثم بالقرب من كاميرا <END>', '<START> رجل ذو نظارات خضراء يقوم بخدعه علي لوح تزلج خاص به <END>']"
6412,3589267801_5a222e3a60,"['<START> كلب بني يحفر في رمال <END>', '<START> كلب بني يحفر في تراب <END>', '<START> كلب بني مع طوق بني يحفر في رمال <END>']"
7228,421932359_edbf181f44,"['<START> كلب ابيض و اسود يركض باتجاه مشاهد <END>', '<START> كلب ابيض يركض في حقل بني <END>', '<START> كلب يمر عبر حقل باتجاه كاميرا <END>']"
3930,3079917032_3cfacb2fd7,"['<START> امراه ترتدي بلوزه حمراء تمشي امام اثنين من نساء اصغر سنا و هم يتحدثون <END>', '<START> ثلاث نساء اسيويات و شابان و رجل عجوز يقفان علي رصيف مدينه <END>', '<START> تتحدث امراتان اسيويتان و راء امراه مسنه ترتدي ستره حمراء <END>']"
5985,350529848_9569a3bcbc,"['<START> كلب يطارد كره في ماء <END>', '<START> اثنين من كلاب سوداء يلعبان في امواج احدهما يمسك كره حمراء من رمال <END>', '<START> اثنين من كلاب سوداء سباق للحصول علي كره علي شاطئ <END>']"
6125,3533145793_5d69f72e41,"['<START> تقوم مجموعه من اطفال بالتمدد علي حصائر ملونه <END>', '<START> امراه تعلم يوغا للاطفال في مهرجان في هواء طلق <END>', '<START> يتعلم اطفال فن يوغا علي حصائر ملونه في مهرجان <END>']"
1591,2346401538_f5e8da66fc,"['<START> امراه تمسك بكاميرا تبتسم امام كاميرا <END>', '<START> امراه مع كاميرا علي حامل ثلاثي تبتسم لكاميرا اخري <END>', '<START> ناس في جلسه تصوير <END>']"
7599,517094985_4b9e926936,"['<START> يركب طفل دراجه احاديه عجله علي مسار نهر بجوار امراه تمشي كلبا <END>', '<START> امراه و صبي علي دراجه احاديه عجله <END>', '<START> امراه تمشي كلب و تمسك يد طفل علي دراجه احاديه <END>']"
7169,405051459_3b3a3ba5b3,"['<START> سيده تقف خارج احد شوارع مع محفظه حمراء و وشاح <END>', '<START> شخص يرتدي ملابس حمراء و سوداء خارج جدار متصدع <END>', '<START> امراه تمشي و معها حقيبه حمراء <END>']"
2162,2525232298_cf42d415ab,"['<START> رجل يصعد حجاره كبيره <END>', '<START> رجل يتسلق علي صخور طبيعيه <END>', '<START> رجل يتسلق صخره <END>']"
2396,2602258549_7401a3cdae,"['<START> زوجان يمسكان بايديهم عبر طاوله <END>', '<START> زوجان يجلسان في مطعم يمسكان بايدي بعضهما <END>', '<START> رجل وامراه يجلسان علي طاوله مطعم ممسكين بيدهما <END>']"
317,134724228_30408cd77f,"['<START> تسير فتاتان علي طريق ترابي في حديقه <END>', '<START> امراتان تسيران علي طريق ترابي مع رجل <END>', '<START> امراتان تمشيان علي درب في هواء طلق <END>']"
7259,429283612_37f6e7fb7f,"['<START> رجل و امراه ينظران الي اثار <END>', '<START> شخصان يراقبان بعض اثار <END>', '<START> سائحان يصوران ريفا و اطلالا <END>']"
3111,2851931813_eaf8ed7be3,"['<START> طفله في قميص ابيض وجينز تجلس علي عشب في شارع <END>', '<START> طفله صغيره تجلس علي عشب <END>', '<START> فتاه صغيره تجلس في عشب <END>']"
5233,3354075558_3b67eaa502,"['<START> ينظر قط ذو شريط اسود الي حبل يعلقه بمخلب <END>', '<START> قط يلعق نفسه علي ارضيه من بلاط <END>', '<START> صوره مقربه لقطه لعق ساقه اماميه <END>']"
6458,3597921737_3fd1d0665b,"['<START> فتاه لديها قميص ابيض وقطعه ارجواني في يدها <END>', '<START> سيده تحمل شريط بنفسجي <END>', '<START> اثنين من نساء يقفان معا وواحده تحمل قطعه قماش ارجوانيه <END>']"
7845,694496803_f2a05869cf,"['<START> رجل يوازن كره علي مظله يابانيه <END>', '<START> رجل يوازن كره فوق مظله <END>', '<START> رجل يحمل مظله ورديه زاهيه في احد شوارع مدينه <END>']"
4036,3104400277_1524e4f758,"['<START> سائقو دراجات ترابيه علي طريق <END>', '<START> اربعه ساقي دراجات ترابيه يقودون علي طريق ترابي <END>', '<START> شخصان علي دراجات ناريه <END>']"
795,1932314876_9cc46fd054,"['<START> فتاه ترتدي بلوزه زرقاء و تضع قدميها في مجري <END>', '<START> يضع متجول قدميه في جدول بينما يرتدي حذاء بني <END>', '<START> يجلس شخص بالقرب من صخور ناعمه علي سرير مائي <END>']"
3020,2823575468_15f6c345fc,"['<START> صبي في شورت ازرق يعمل علي سطح حجري بينما يحمل نظارات واقيه <END>', '<START> فتي مبلل يحمل نظارات يركض <END>', '<START> صبي صغير يركض حافي قدمين اثناء ارتدائه لباس بحر ازرق <END>']"
1711,2394824046_51cec8e5e7,"['<START> رجل يجلس امام نصب بوذي <END>', '<START> رجل يقف امام تمثال <END>', '<START> راهب يصلي امام تمثال بوذا <END>']"
3387,2921670682_6a77a6c3e9,"['<START> رجل علي دراجه هوائيه في مدينه <END>', '<START> شخص يفعل حيل علي دراجه هوائيه في مدينه <END>', '<START> رجل يقف علي دراجه في وسط مدينه <END>']"
36,1052358063_eae6744153,"['<START> يقوم طفل باداء خدعه لوح تزلج بينما طفل اخر علي حائط يحمل لوح تزلج <END>', '<START> يقوم صبي صغير بعمل خدعه علي لوح تزلج بينما يراقبه شاب اخر <END>', '<START> اثنين علي الواح تزلج <END>']"
4549,3217187564_0ffd89dec1,"['<START> مجموعه من كلاب سباق <END>', '<START> عديد من كلاب تتسابق علي مسار <END>', '<START> هناك ثلاثه كلاب يرتدون سترات مرقمه يركضون في سباق <END>']"
913,207237775_fa0a15c6fe,"['<START> رجل يقوم بقفزه خلفيه بينما ياخذ اخر صوره <END>', '<START> شاب ياخذ صوره لصديقه يقوم بالجمباز في احد حقول <END>', '<START> رجل يحمل صوره لرجل اخر يقفز في حقل بشجره صغيره <END>']"
5721,3454199170_ae26917dcd,"['<START> اثنين من كلاب تلعب معا بينما يشاهد اصحابها <END>', '<START> اثنين من رجال لديهم كلاب علي مقاود و احد كلاب يقفز <END>', '<START> يتم احتجاز كلبين ابيضين علي مقاود من قبل رجلين امام بعض سيارات <END>']"
5295,336551615_a01418bc53,"['<START> ناس مع معدات تسلق جبل ثلجي <END>', '<START> ناس يتسلقون جبلا في ثلج <END>', '<START> يمشي متسلقان عبر جبل مغطي بالثلوج <END>']"
3972,3088922727_4bdf2ccc94,"['<START> زوجان يرتديان ملابس قديمه علي طاوله في هواء طلق <END>', '<START> زوجان يرتديان ملابس قديمه يجلسان علي طاوله في خارج <END>', '<START> رجل و امراه يرتديان ملابس قديمه يجلسان خارجا علي طاوله <END>']"
5370,3382303178_69b6d1bdd2,"['<START> صبي يركب لوح تزلج اسفل منحدر يؤدي من جسر الي شارع ادناه <END>', '<START> رجل تزلج <END>', '<START> رجل يقفز مع لوح تزلج تحت جسر <END>']"
4133,3125158798_0743dae56e,"['<START> رجل و امراه يقفان لاخذ صوره في شارع مرصوف بالحصي <END>', '<START> رجل و امراه يقفان سويه في شارع مرصوف يتم تقاط صوره لهما <END>', '<START> رجل و امراه يرتديان ملابس دافئه يقفان في خارج <END>']"
974,2090386465_b6ebb7df2c,"['<START> ثلاثه بالغين يرتدون ملابس طقس بارد <END>', '<START> شخصان يرتديان ملابس ثقيله <END>', '<START> شخصان في ملابس شتاء <END>']"
983,2094323311_27d58b1513,"['<START> كلب يضع راسه علي وجه رجل <END>', '<START> كلب يلعب مع رجل في نظارات شمسيه <END>', '<START> كلب برتقالي يلعق رجلا يرتدي نظاره شمسيه حمراء <END>']"
6601,3629492654_619d7b67ee,"['<START> صبي يفعل حيل تزلج في غروب شمس <END>', '<START> رجل علي لوح تزلج يقفز مخروط برتقالي <END>', '<START> ظل للمتزلج في هواء <END>']"
1418,2280354512_c0d035d53f,"['<START> كلب ابيض و اسود يقف في اعماق مياه صافيه <END>', '<START> كلب ابيض و اسود يسبح في ماء صافي <END>', '<START> كلب يلعب في ماء <END>']"
1560,2333288869_8c01e4c859,"['<START> صبي و امراه يمشون في محيط <END>', '<START> امراه و طفل عاري يسيرون الي محيط <END>', '<START> امراه تمسك يد طفل و تذهب الي ماء <END>']"
4135,3125628091_25a31709df,"['<START> طفله صغيره ترتدي بلوزه ذات اكمام طويله خضراء و راسها علي وساده <END>', '<START> طفل علي اريكه يحمل قطعه قماش حمراء مع فرو ابيض <END>', '<START> طفل يرتدي قميص اخضر يبتسم علي سرير <END>']"
5582,3427118504_93126c83e0,"['<START> طفله بلا قميص ترقص مع رجل بالغ <END>', '<START> طفل بلا قميص يلعب مع شخص بالغ في داخل <END>', '<START> رجل و طفل يرقصون <END>']"
6447,3595643050_d312e4b652,"['<START> كلب يصطاد كره <END>', '<START> كلب يقفز في هواء بجانب بيت ابيض <END>', '<START> كلب ابيض يقف علي رجليه خلفيتين مع كره في فمه <END>']"
4265,3156991513_3bf03333d8,"['<START> رجل يرتدي خوذه سوداء يركب دراجته علي طريق <END>', '<START> رجل يركب دراجه علي طريق ترابي <END>', '<START> رجل يركب دراجه هوائيه علي عشب جاف <END>']"
1355,2261257940_449b6e6c91,"['<START> كلب اسود و بني يطارد كلبا اسود في ثلج <END>', '<START> كلاب تركض في ثلج <END>', '<START> اثنين من كلاب يلعبون في ثلج قرب كرسي <END>']"
7573,512045825_1be2083922,"['<START> كلب يقفز فوق سياج <END>', '<START> كلب يقفز فوق حاجز في حقل <END>', '<START> كلب يقفز فوق سياج في حديقه <END>']"
7668,534875358_6ea30d3091,"['<START> امراه شقراء ترتدي قميصا اخضر و جينزا ازرق لون تمشي بعيدا <END>', '<START> فتاه في ستره زرقاء تحمل حقيبه بنيه لون <END>', '<START> امراه تمشي مرتديه قميص اخضر و جينز <END>']"
987,2095078658_c14ba89bc2,"['<START> كلب يمر عبر ثلج امام غابه <END>', '<START> كلب كبير يركض في ثلج <END>', '<START> كلب يركض عبر ثلج <END>']"
2682,2697909987_128f11d1b7,"['<START> يقف رجل في جينز امام مكتب استقبال <END>', '<START> رجل يرتدي قميصا يقول يقف في منطقه مكتب استقبال و ظهره الي كاميرا <END>', '<START> شاب يرتدي قميص في مكتب استقبال <END>']"
5047,3322200641_c2e51ff37b,"['<START> كلب اسود يقفز فوق مسارات اطارات في ثلج <END>', '<START> كلب اسود يقفز في ثلج <END>', '<START> كلب اسود يقفز في هواء فوق ثلج <END>']"
1640,236518934_c62a133077,"['<START> كلب يقفز للخروج من امواج علي شاطئ <END>', '<START> كلب رطب يقفز من خلال بعض ماء علي شاطئ <END>', '<START> كلب رطب يقفز في امواج <END>']"
1290,224026428_0165164ceb,"['<START> ينظر طفل الي حارس يرتدي زي احمر من جانب اخر من سياج <END>', '<START> طفل صغير يقف وينظر الي حارس عسكري ذي يحرس مبني <END>', '<START> صبي صغير يقف ويراقب احد حراس بريطانيين <END>']"
3681,3009018821_ba47396e24,"['<START> امراه تجلس و تراقب امراه اخري تلعب في حوض سباحه <END>', '<START> امراه واحده تجلس بجانب بركه بينما تلعب اخري كره ريشه في بركه <END>', '<START> امراه تلعب تنس ريشه في بركه بينما تنظر امراه اخري <END>']"
1380,2269961438_cae7a9c725,"['<START> كلب اسود يقفز علي لعبه كلب <END>', '<START> كلب يرتدي ستره يرتد علي لعبه <END>', '<START> كلب بني يقفز علي لعبه <END>']"
1933,2450299735_62c095f40e,"['<START> ينزلق طفل علي زحلوقه و الي ماء <END>', '<START> فتاه تنزلق الي بركه <END>', '<START> تنزلق طفله في حوض سباحه <END>']"
4675,3244171699_ace4b5d999,"['<START> ثلاثه اشخاص يجلسون علي طاوله طعام و تشير احداهما الي قائمه <END>', '<START> ثلاثه اشخاص صينيين يتناولون حساء <END>', '<START> امراتان و رجل يجلسان علي مائده مستديره <END>']"
7293,439916996_1ddb9dc8e7,"['<START> امراه ترتدي ستره زرقاء تراقب بينما يلعب كلابها بنيان مع كره حمراء في ساحه عشبيه <END>', '<START> امراه ترمي صحن طائر لكلبها بني <END>', '<START> امراه تراقب كلبا بنيا يهرب من منزل عبر عشب <END>']"
3160,2863027424_9c75105660,"['<START> رجل يركب دراجه خضراء في غابه <END>', '<START> رجل يركب دراجه جبليه علي درب غابات <END>', '<START> رجل يركب دراجه عبر درب مشجره <END>']"
2030,247691240_3881777ab8,"['<START> رجل يتسلق صخور <END>', '<START> رجل تسلق صخور <END>', '<START> شاب يرتدي قميصا ازرق باكمام قصيره يتسلق صخره بلا حبال <END>']"
892,2062607137_dac194ad02,"['<START> كلب بني و كلب اسود معا في عشب طويل <END>', '<START> كلب بني و كلب اسود معا في عشب طويل <END>', '<START> يقف كلبان في منطقه معشبه جدا <END>']"
4876,3280644151_3d89cb1e0e,"['<START> طفل يقوم بعمل حيل علي حائط بدراجته <END>', '<START> رجل يرتدي قميصا رمادي لون مقنع يركب دراجته علي نصف ماسوره <END>', '<START> شخص يركب دراجته علي جدران مرسومه علي ارض <END>']"
4069,3109704348_c6416244ce,"['<START> رجال يلعبون كره قدم <END>', '<START> رجال يلعبون رياضه <END>', '<START> ثلاثه رجال يلعبون كره في حقل <END>']"
4255,3155361712_2cbf59c78e,"['<START> رجل يقفز و هو علي لوح تزلج علي جليد <END>', '<START> متزلج في هواء امام بعض اشجار <END>', '<START> شاب يقفز علي لوح تزلج علي جليد <END>']"
2,1002674143_1b742ab4b8,"['<START> فتاه صغيره مغطاه بالطلاء تجلس امام قوس قزح <END>', '<START> فتاه صغيره تجلس امام قوس قزح ملون كبير <END>', '<START> فتاه امام لوحه قوس قزح <END>']"
2109,2506892928_7e79bec613,"['<START> ثلاثه اطفال في حقل ذو زهور بيضاء <END>', '<START> ثلاثه اطفال يلعبون في حديقه <END>', '<START> ثلاثه اطفال يقفون بين زهور بريه <END>']"
849,2043427251_83b746da8e,"['<START> رجل يقفز في بركه طينيه في منتصف شارع <END>', '<START> رجل يقفز صعودا وهبوطا في بركه في موقف للسيارات <END>', '<START> رجل يقفز من فرح في عاصفه ممطره علي شاطئ <END>']"
